Year,Mileage,Price,Model,Number of Doors,Color,Air Condition Type,Fuel Type,Horse Power,Location,Seller Location,Total Weight,Gear Shift
2006-11,158000 km,1360000,FORD Focus 1.6 Comfort,5,Bordó (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Cser,Budapest,1570 KG,Manuális (5 fokozatú)
2006-11,158000 km,1360000,FORD Focus 1.6 Comfort,5,Bordó (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Cser,Budapest,1570 KG,Manuális (5 fokozatú)
2006-11,158000 km,1360000,FORD Focus 1.6 Comfort,5,Bordó (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Cser,Budapest,1570 KG,Manuális (5 fokozatú)
2006-11,158000 km,1360000,FORD Focus 1.6 Comfort,5,Bordó (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Cser,Budapest,1570 KG,Manuális (5 fokozatú)
2006-11,158000 km,1360000,FORD Focus 1.6 Comfort,5,Bordó (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Cser,Budapest,1570 KG,Manuális (5 fokozatú)
2006-11,158000 km,1360000,FORD Focus 1.6 Comfort,5,Bordó (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Cser,Budapest,1570 KG,Manuális (5 fokozatú)
2006-11,158000 km,1360000,FORD Focus 1.6 Comfort,5,Bordó (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Cser,Budapest,1570 KG,Manuális (5 fokozatú)
2006-11,158000 km,1360000,FORD Focus 1.6 Comfort,5,Bordó (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Cser,Budapest,1570 KG,Manuális (5 fokozatú)
2006-11,158000 km,1360000,FORD Focus 1.6 Comfort,5,Bordó (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Cser,Budapest,1570 KG,Manuális (5 fokozatú)
2006-11,158000 km,1360000,FORD Focus 1.6 Comfort,5,Bordó (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Cser,Budapest,1570 KG,Manuális (5 fokozatú)
2006-11,158000 km,1360000,FORD Focus 1.6 Comfort,5,Bordó (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Cser,Budapest,1570 KG,Manuális (5 fokozatú)
2006-11,158000 km,1360000,FORD Focus 1.6 Comfort,5,Bordó (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Cser,Budapest,1570 KG,Manuális (5 fokozatú)
2006-11,158000 km,1360000,FORD Focus 1.6 Comfort,5,Bordó (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Cser,Budapest,1570 KG,Manuális (5 fokozatú)
2006-11,158000 km,1360000,FORD Focus 1.6 Comfort,5,Bordó (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Cser,Budapest,1570 KG,Manuális (5 fokozatú)
2006-11,158000 km,1360000,FORD Focus 1.6 Comfort,5,Bordó (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Cser,Budapest,1570 KG,Manuális (5 fokozatú)
2006-11,158000 km,1360000,FORD Focus 1.6 Comfort,5,Bordó (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Cser,Budapest,1570 KG,Manuális (5 fokozatú)
2006-11,158000 km,1360000,FORD Focus 1.6 Comfort,5,Bordó (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Cser,Budapest,1570 KG,Manuális (5 fokozatú)
2006-11,158000 km,1360000,FORD Focus 1.6 Comfort,5,Bordó (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Cser,Budapest,1570 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,90540 km,1990000,FORD Focus 1.6 Ambiente,5,Sötétszürke,Digitális kétzónás klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2007-10,360150 km,900000,FORD Focus 1.6 Ti-VCT Trend,5,Fekete (metál),Manuális klíma,Benzin,"85kW kW, 116LE",Páty,Páty,1740 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-04,219000 km,1990000,FORD Focus  1.6 Ambiente,5,Ezüst (metál),Manuális klíma,Benzin,"74kW kW, 101LE",Szeged,Szeged,1820 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-06,283830 km,1699000,FORD Focus 2.0 Titanium,5,Fekete (metál),Digitális kétzónás klíma,Benzin,"107kW kW, 145LE",Tököl,Tököl,1795 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-09,251000 km,1100000,FORD Focus  1.6 TDCi Ambiente,5,Kék,Digitális kétzónás klíma,Dízel,"66kW kW, 90LE",Kaposvár,Kaposvár,1880 KG,Manuális (5 fokozatú)
2008-11,154000 km,1650000,FORD Focus 1.6 Ti-VCT Titanium,5,Szürke (metál),Digitális kétzónás klíma,Benzin,"85kW kW, 116LE",Esztergom,Esztergom,1740 KG,Manuális (5 fokozatú)
