Year,Mileage,Price,Model,Number of Doors,Color,Air Condition Type,Fuel Type,Horse Power,Location,Seller Location,Total Weight,Gear Shift
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2002-06,278000 km,699000,FORD Focus 1.4 Ambiente,5,Sötétszürke (metál),Manuális klíma,Benzin,"55kW kW, 75LE",Érd,Érd - Parkváros,1480 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2003-01,260000 km,475000,FORD Focus 1.6 Comfort,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Kara,Budapest,1590 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,205000 km,730000,FORD Focus 1.6 Fresh,5,Fehér,Manuális klíma,Benzin,"74kW kW, 101LE",Budapest,Budapest,1570 KG,Manuális (5 fokozatú)
2004-11,259650 km,500000,FORD Focus 1.4 Ambiente,5,Szürke,Digitális klíma,Benzin,"55kW kW, 75LE",Sülysáp,Sülysáp,1570 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-07,331000 km,490000,FORD Focus 1.6 Ghia,4,Kék,Manuális klíma,Benzin,"74kW kW, 101LE",Vecsés,Vecsés,1750 KG,Manuális (5 fokozatú)
2005-11,243000 km,898000,FORD Focus 1.6 Ambiente,5,Óceánkék,Manuális klíma,Benzin,"85kW kW, 116LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2005-11,265000 km,945000,FORD Focus  1.6 Trend Plus,5,Sötétkék,Manuális klíma,Benzin,"85kW kW, 116LE",Üllés,Üllés,1825 KG,Manuális (5 fokozatú)
2005-11,265000 km,945000,FORD Focus  1.6 Trend Plus,5,Sötétkék,Manuális klíma,Benzin,"85kW kW, 116LE",Üllés,Üllés,1825 KG,Manuális (5 fokozatú)
2005-11,265000 km,945000,FORD Focus  1.6 Trend Plus,5,Sötétkék,Manuális klíma,Benzin,"85kW kW, 116LE",Üllés,Üllés,1825 KG,Manuális (5 fokozatú)
2005-11,265000 km,945000,FORD Focus  1.6 Trend Plus,5,Sötétkék,Manuális klíma,Benzin,"85kW kW, 116LE",Üllés,Üllés,1825 KG,Manuális (5 fokozatú)
2005-11,243000 km,898000,FORD Focus 1.6 Ambiente,5,Óceánkék,Manuális klíma,Benzin,"85kW kW, 116LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2005-11,265000 km,945000,FORD Focus  1.6 Trend Plus,5,Sötétkék,Manuális klíma,Benzin,"85kW kW, 116LE",Üllés,Üllés,1825 KG,Manuális (5 fokozatú)
2005-11,265000 km,945000,FORD Focus  1.6 Trend Plus,5,Sötétkék,Manuális klíma,Benzin,"85kW kW, 116LE",Üllés,Üllés,1825 KG,Manuális (5 fokozatú)
2005-11,265000 km,945000,FORD Focus  1.6 Trend Plus,5,Sötétkék,Manuális klíma,Benzin,"85kW kW, 116LE",Üllés,Üllés,1825 KG,Manuális (5 fokozatú)
2005-11,265000 km,945000,FORD Focus  1.6 Trend Plus,5,Sötétkék,Manuális klíma,Benzin,"85kW kW, 116LE",Üllés,Üllés,1825 KG,Manuális (5 fokozatú)
2005-11,243000 km,898000,FORD Focus 1.6 Ambiente,5,Óceánkék,Manuális klíma,Benzin,"85kW kW, 116LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2005-11,243000 km,898000,FORD Focus 1.6 Ambiente,5,Óceánkék,Manuális klíma,Benzin,"85kW kW, 116LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2005-11,265000 km,945000,FORD Focus  1.6 Trend Plus,5,Sötétkék,Manuális klíma,Benzin,"85kW kW, 116LE",Üllés,Üllés,1825 KG,Manuális (5 fokozatú)
2005-11,243000 km,898000,FORD Focus 1.6 Ambiente,5,Óceánkék,Manuális klíma,Benzin,"85kW kW, 116LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2005-11,265000 km,945000,FORD Focus  1.6 Trend Plus,5,Sötétkék,Manuális klíma,Benzin,"85kW kW, 116LE",Üllés,Üllés,1825 KG,Manuális (5 fokozatú)
2005-11,243000 km,898000,FORD Focus 1.6 Ambiente,5,Óceánkék,Manuális klíma,Benzin,"85kW kW, 116LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2005-11,243000 km,898000,FORD Focus 1.6 Ambiente,5,Óceánkék,Manuális klíma,Benzin,"85kW kW, 116LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2005-11,265000 km,945000,FORD Focus  1.6 Trend Plus,5,Sötétkék,Manuális klíma,Benzin,"85kW kW, 116LE",Üllés,Üllés,1825 KG,Manuális (5 fokozatú)
2005-11,243000 km,898000,FORD Focus 1.6 Ambiente,5,Óceánkék,Manuális klíma,Benzin,"85kW kW, 116LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2005-11,243000 km,898000,FORD Focus 1.6 Ambiente,5,Óceánkék,Manuális klíma,Benzin,"85kW kW, 116LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2005-11,243000 km,898000,FORD Focus 1.6 Ambiente,5,Óceánkék,Manuális klíma,Benzin,"85kW kW, 116LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2005-11,265000 km,945000,FORD Focus  1.6 Trend Plus,5,Sötétkék,Manuális klíma,Benzin,"85kW kW, 116LE",Üllés,Üllés,1825 KG,Manuális (5 fokozatú)
2005-11,243000 km,898000,FORD Focus 1.6 Ambiente,5,Óceánkék,Manuális klíma,Benzin,"85kW kW, 116LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2005-11,265000 km,945000,FORD Focus  1.6 Trend Plus,5,Sötétkék,Manuális klíma,Benzin,"85kW kW, 116LE",Üllés,Üllés,1825 KG,Manuális (5 fokozatú)
2005-11,243000 km,898000,FORD Focus 1.6 Ambiente,5,Óceánkék,Manuális klíma,Benzin,"85kW kW, 116LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2005-11,243000 km,898000,FORD Focus 1.6 Ambiente,5,Óceánkék,Manuális klíma,Benzin,"85kW kW, 116LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2005-11,243000 km,898000,FORD Focus 1.6 Ambiente,5,Óceánkék,Manuális klíma,Benzin,"85kW kW, 116LE",Budapest,Budapest,1710 KG,Manuális (5 fokozatú)
2005-11,265000 km,945000,FORD Focus  1.6 Trend Plus,5,Sötétkék,Manuális klíma,Benzin,"85kW kW, 116LE",Üllés,Üllés,1825 KG,Manuális (5 fokozatú)
